0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1.0,0.22820258,0.39023316,0.3923639,0.3237927,0.33569944,0.49358785,0.59884787,0.24168932,0.058033228,0.07216644,-0.019142568,0.1429261,0.2658975,0.33046722,0.16880453,0.29690456,0.31089497,0.3258021,0.38334882,0.4205327,0.52819383,0.6311518,0.35699725,0.1850183,0.38251603,0.41071737,0.45814586,0.27856445,0.33568764,0.640924,0.44799614,0.16212678,0.07447386,0.12017,0.20869362,0.20325637,-0.100373805,-0.062951386,0.061153412,0.10346949,0.006237507,0.12485039,0.27635062,0.17155278,0.26261246,0.3076055,0.3581277,0.20535219,0.001163125,0.21893966,0.17979217,0.120533586,0.08019757,0.30642343,0.025381684,-0.26829135,-0.22760284,-0.17460394,-0.064941466,-0.1023258,-0.13925576,0.13260579,0.06103623,0.14360392,-0.11577654,-0.28298968,-0.26205474,-0.24259865,-0.07016945,-0.03507185,-0.2522834,-0.3882419,-0.23069453,-0.249942,-0.26758242,-0.12959146,-0.24468958,-0.47558844,-0.3447036,-0.64559364,-0.5695821,-0.55341905,-0.4811269,-0.33122236,-0.3861586,-0.39762163,-0.45473963,-0.47062576,-0.35225928,-0.35767454,-0.6579931,-0.65189815,-0.57339895,-0.61330426,-0.5325856,-0.5807904,-0.69403005,-0.778136,-1.0
-0.7797031,-0.57771206,0.012622356,0.12348533,-0.080201924,0.07245004,0.16886795,0.1310935,0.15477145,0.37380052,0.20781446,0.29237783,0.041573286,0.35046625,0.519959,0.31981277,0.17673397,0.087130666,0.16533792,0.1966579,-0.016911447,-0.08078128,0.006795168,0.20973682,0.3893206,-0.10825366,-0.15936202,0.029299974,0.087589264,-0.14109772,-0.25647205,-0.24966377,0.12008631,0.2730199,0.23975384,0.15638208,0.14384902,0.066716075,-0.0014190078,0.03303051,0.011649966,0.09933114,0.32710838,0.42116106,0.43876123,0.17450738,0.11293805,0.097272396,0.24448586,0.39689982,0.81506336,0.3508761,0.17196953,0.4234935,0.45214224,0.47536016,0.48592257,0.22499871,0.24385095,0.10834336,-0.049661934,-0.031082869,0.088478565,0.39048266,0.25640953,0.25201058,0.42331028,0.31821918,0.21622455,0.30248475,0.44596612,0.66496885,0.32262135,0.40346134,0.42806923,0.37396133,0.8521004,0.7080314,0.5066825,0.3638773,0.2433244,0.49713063,0.7262225,0.47046506,0.6049218,0.9964622,0.88586974,0.6173476,0.39185643,0.6565765,0.7126143,0.7950264,0.95146084,1.0,0.8659289,0.6478956,0.1555363,-0.36551005,-0.7833067,-1.0
-0.6311319,-0.22973359,-0.59038687,-0.37353587,0.014140129,-0.017382085,0.02030766,0.13845348,-0.17520559,-0.04033798,-0.21493918,-0.21145731,-0.26752782,-0.018452168,0.16881263,0.20504057,-0.09125888,0.14881504,-0.093446374,-0.15170449,0.0310359,-0.17354172,0.204404,0.11729205,0.20267522,-0.20319587,-0.01869601,-0.21111411,-0.19307333,-0.26977515,-0.345926,-0.095954835,-0.09849709,-0.182235,-0.24579978,-0.26738262,-0.25695264,-0.4464863,-0.21595562,-0.10208708,-0.064190805,0.13188577,0.09963274,0.2129687,0.4076029,0.49597025,0.13537896,-0.07567215,-0.3942138,-0.6895001,-0.5513536,-0.83848226,-0.57908064,-0.43404675,-0.28911006,-0.21071625,-0.3999579,-0.41013408,-0.5131346,-0.38361937,-0.5464692,-0.429685,-0.32717645,-0.33362728,-0.253197,-0.43908095,-0.40276933,-0.26448542,-0.4242155,-0.3146553,-0.43744296,-0.4086346,-0.2945875,-0.17553717,-0.21918207,-0.29414356,-0.30941015,-0.28815466,-0.43747675,-0.25909775,-0.28320074,-0.45005655,-0.3624404,-0.33945858,-0.25552028,-0.12061381,-0.32786274,-0.29267085,-0.4980653,-0.6060004,-0.57778203,-0.6857964,-0.60533416,-1.0,-0.7374587,-0.5671233,-0.5995429,0.36254323,0.8135164,1.0
-0.6067729,-0.56188893,-0.17524517,-0.3511874,-0.31547344,-0.1837526,-0.21948844,-0.24433261,-0.53900015,-0.6456765,-0.5638302,-0.4806183,-0.16349244,-0.40385652,-0.45079577,-0.41639996,-0.55803144,-0.51548433,-0.5171114,-0.1483255,-0.010374486,-0.061452866,0.12042117,0.33500373,0.2844802,0.5405643,0.43534696,0.59586513,0.587371,0.5832634,-0.09757739,-0.32053345,-0.53988504,-0.20481193,-0.24789244,-0.336869,-0.23098761,-0.32375956,-0.23463315,0.108844995,0.27863204,0.48476732,0.48069465,0.6139351,0.7177881,0.639433,0.5541594,0.5650208,0.726333,0.7482977,0.30844736,0.59010863,0.21560311,0.0774554,0.23998153,-0.041623235,0.24729323,0.37181056,0.062464118,0.021103144,0.10569942,0.27786303,0.3785081,0.41193163,0.16269839,0.46824443,0.42476046,0.35381055,0.50372505,0.7082188,0.39330947,0.33223617,0.2962588,0.388546,0.66589236,0.5039655,0.6551713,0.60163736,0.53918123,0.40331638,0.4217173,0.32597077,0.46111012,0.49443114,0.60186744,-0.04099685,-0.18525535,-0.27652603,-0.06556803,0.081511974,0.25650954,0.5413798,0.5216476,1.0,0.79599357,0.9904604,0.72272,-0.119989514,-0.7354679,-1.0
-0.71362996,-0.8026771,-0.9345727,-0.90629524,-0.8135507,-0.80387926,-0.89344865,-1.0,-0.93473965,-0.80274695,-0.7013813,-0.6087806,-0.5366826,-0.5450958,-0.5342579,-0.5821824,-0.71983534,-0.6573452,-0.71901965,-0.66070265,-0.5392357,-0.39040297,-0.31255293,-0.40197557,-0.46411657,-0.38406885,-0.35941988,-0.35719335,-0.36763602,-0.40792662,-0.42037952,-0.33715647,-0.4761359,-0.41187894,-0.29094225,-0.1980319,-0.23615056,-0.065508604,0.037231207,-0.10517329,-0.058776498,0.1125561,0.18421483,0.15386271,0.27394462,0.30667233,0.26962543,0.2961948,0.28199124,0.090402484,-0.04418087,0.05049014,0.15812445,0.20309567,0.32150912,0.25545526,0.2858634,0.16178465,0.13818216,0.33425128,0.28972673,0.26678395,0.33260608,0.37924647,0.3487618,0.33644676,0.3314023,0.38723218,0.38955998,0.34244072,0.3721689,0.43175578,0.27711892,0.36157215,0.40954232,0.51219237,0.5532346,0.47452772,0.551299,0.3908565,0.44422567,0.37591314,0.41550708,0.43555713,0.4272561,0.42560327,0.4188944,0.35982692,0.4866835,0.5811156,0.5192709,0.49332547,0.4615569,0.45050633,0.5269917,0.572667,0.66449714,0.75608575,0.8711399,1.0
-0.62927914,-0.48893362,-0.21619421,-0.06548369,-0.25367296,-0.06757277,0.07206762,0.05715394,0.03593707,0.06027317,-0.124827445,-0.093690336,0.09498441,0.0642755,-0.015833676,0.067848444,0.08635414,-0.117421865,-0.05878973,0.0040051937,0.12463331,0.10319126,0.30357027,0.1213963,0.13141763,0.04520452,0.24543977,0.53587914,0.9682523,1.0,0.74666834,-0.003943801,0.15543365,0.17958093,0.13384998,0.35265112,0.43309927,0.20617402,0.32663977,0.65758944,0.3033247,0.37717474,0.087503195,-0.089339435,0.3201195,0.09708464,0.35402548,0.2604798,0.41545284,0.42900693,0.32222342,0.42921352,0.3161745,0.6814635,0.6351546,0.51585543,0.52279365,0.64741313,0.47484493,0.5479305,0.555784,0.40409136,0.7935996,0.92465067,0.7073786,0.84441745,0.99280167,0.8005619,0.72575915,0.64389515,0.5215157,0.8228229,0.40500832,0.79720044,0.5931436,0.8566989,0.76637506,0.5601624,0.45276785,0.404683,0.41481972,0.4096092,0.55297434,0.67438114,0.73784673,0.91955817,0.7656989,0.7248961,0.51479065,0.6017693,0.6601633,0.6182939,0.8262727,0.48184586,0.42169046,0.649428,0.61081076,-0.22086245,-0.5710011,-1.0
-0.7020283,-0.7078787,-0.44360095,-0.5225302,-0.6625118,-0.5768483,-0.46352285,-0.33861774,-0.06547147,0.17567194,0.309425,0.42708778,0.6083436,0.08785057,0.07634306,0.027073503,0.15795541,0.09486997,0.21248269,0.39020026,0.4344641,0.51764905,0.41443264,0.19282198,0.02882266,-0.14894176,0.16906917,0.07967937,0.54110396,0.8989358,0.8183186,0.36420822,0.29812908,0.61173224,0.43085706,0.6615281,0.6168034,0.55544984,0.6881579,0.82989013,0.560513,0.81065536,1.0,0.4147451,0.58978844,0.6207328,0.3383261,0.61739504,0.88908327,0.8433486,0.513993,0.8509804,0.8975613,0.5422673,0.6814753,0.83170485,0.4086504,0.34242058,0.62651825,0.7011603,0.7081071,0.7976123,0.6166127,0.5338625,0.48360872,0.3194282,0.694075,0.5322951,0.9839059,0.78372204,0.55563474,0.794917,0.78525436,0.45659363,0.5032784,0.51788175,0.53599644,0.64885104,0.3836093,0.53637755,0.6601554,0.4882642,0.637159,0.11004901,0.551965,0.74553025,0.75569916,0.5264443,0.6406441,0.63747907,0.51207435,0.50637996,0.7618282,0.26830626,0.29953027,0.7003435,0.8035933,-0.22550005,-0.77478987,-1.0
-0.5154747,-0.37925833,0.12697315,0.23229468,0.2479471,0.6741338,0.37884974,0.39179075,0.23490143,0.47819483,0.6615701,0.6243366,0.42202842,0.6822399,0.37231874,0.28729844,0.46273232,0.47633445,0.47059846,0.3850193,0.19800627,0.49860942,0.032045126,-0.0019339919,0.44074118,0.25525105,0.1440779,0.30671299,0.64726317,0.6327914,0.5448507,0.47617412,0.5392101,0.62380505,0.74027264,0.7275686,0.73319566,0.7895733,0.43090057,0.58001256,0.320163,0.19738817,0.3028618,0.70026934,0.80832386,0.41186857,0.6593685,0.19102085,0.20864153,0.59334993,0.28001797,0.69710255,0.78254163,0.4920057,0.37482083,0.61939764,0.4855299,0.3843633,0.30139422,0.39796066,0.6025132,0.5247562,0.4748522,0.62980664,0.6424017,0.8896178,0.6962391,0.49983287,0.44919455,0.5784285,0.6739532,0.3409027,0.30743468,0.13961112,0.19243026,0.54274213,0.4928255,1.0,0.77942526,0.7567996,0.68184483,0.69435275,0.6283572,0.38342226,0.10260284,0.1464467,0.1346525,0.23913407,0.7044164,0.80945396,0.65030193,0.78583515,0.8804357,0.55673325,0.53963923,0.59270644,0.11186838,-0.6738803,-0.87012935,-1.0
-0.42205554,-0.209508,0.09722364,0.21136487,-0.17555535,0.07145929,0.09580803,0.14631665,0.40447056,0.5388874,0.44826627,0.42075562,0.27232623,0.4769833,0.3924241,0.15835726,0.36019123,0.014887214,0.15133834,0.02022469,0.18355107,0.096647024,0.20033634,0.059862137,0.39108002,0.48527908,0.60838616,0.42655575,0.436414,0.45409274,0.22598791,0.045398474,-0.008291125,-0.20661515,-0.093094766,0.011311412,0.04219258,0.2428956,0.17564774,0.21080053,0.049165726,0.0001347065,-0.06833404,0.03419411,0.100803256,0.16069245,0.1995548,0.2275449,0.086595416,0.15068555,0.28314388,0.36142743,0.43670893,0.569409,0.75365067,0.7334969,1.0,0.5491805,0.30720782,0.30154157,-0.034511328,0.1987046,0.21870911,0.37001872,0.2876792,0.26493406,0.053660154,0.06498206,0.09370005,0.20251489,0.44863403,0.5168923,0.5729846,0.22127795,0.20096493,0.38541567,0.38594258,0.43387234,0.1955198,0.18567204,0.15797985,0.16249192,0.0864259,0.06596482,0.208009,0.24435115,0.08512008,-0.06888163,0.009434223,-0.24893028,-0.33206737,-0.12883687,-0.007648289,-0.18198252,0.10086596,0.2775408,0.38637984,-0.63253903,-0.8582096,-1.0
-1.0,-0.93254817,-0.87886196,-0.75017124,-0.6970642,-0.6213484,-0.6508981,-0.70647454,-0.49950677,-0.6067346,-0.4739722,-0.4866956,-0.36007875,-0.34609908,-0.381234,-0.38132834,-0.36987138,-0.25964212,-0.27490157,-0.22219366,-0.15475208,-0.11265433,-0.21021724,-0.13133663,-0.096276164,-0.102923274,0.042477965,-0.0056751966,0.11798859,-0.029509246,-0.02479422,0.0946089,0.077126265,0.079672694,0.09231055,0.10918355,0.08197713,0.16287792,0.16458035,0.24020922,0.22252297,0.25748324,0.30755854,0.35225737,0.2663337,0.27775204,0.25701702,0.40884733,0.48277175,0.25881982,0.2625456,0.29382777,0.4254849,0.38288903,0.39182854,0.44845402,0.33024597,0.38358915,0.3352512,0.4378041,0.39145398,0.42304242,0.52862394,0.39654446,0.4069599,0.3849764,0.36532938,0.44517207,0.4325267,0.4401914,0.4567604,0.48682308,0.5337329,0.49978006,0.509012,0.54023767,0.45853758,0.5608417,0.6064004,0.5642183,0.5106343,0.4483677,0.5131799,0.5670887,0.5224284,0.4967655,0.48729694,0.53664076,0.5564203,0.5588721,0.5681422,0.49845827,0.46879637,0.5722946,0.60870945,0.6051806,0.5244179,0.75865805,0.7119527,1.0
-0.38893563,-0.039477468,0.5082067,-0.07807428,-0.04370022,0.1177659,0.21990192,0.6184844,0.4099599,0.4340912,0.44679117,0.443097,0.44257653,0.23438513,0.29676116,0.64298356,0.7140806,0.52618086,0.46788692,0.44066548,0.8746717,0.597819,0.6065693,0.4484372,0.40148294,0.18750274,0.26968467,0.36606586,0.4136778,0.3569708,0.48075044,-0.2778142,-0.14353073,0.044849157,0.58382,0.40828454,0.8281696,0.4664092,0.530553,0.8744186,0.9155872,1.0,0.6954068,0.7330767,0.51700354,0.5038537,0.2783165,0.55493224,0.624751,-0.05207646,-0.15568626,0.019192815,0.033304572,-0.3282469,-0.29832315,-0.007473111,-0.06889075,0.006811142,-0.24428922,-0.32205307,-0.08745003,0.15934885,0.110541224,0.08718479,-0.032934546,0.22465348,0.14381826,-0.06092632,0.322469,0.32606304,0.2549529,-0.111671865,0.110349536,0.35384226,0.12414384,-0.2272399,-0.20508868,-0.61186635,-0.5673568,-0.73370695,-0.86885303,-0.7964046,-0.89920104,-0.77709615,-0.5571581,-0.5860684,-0.52929515,-0.3992666,-0.39057052,-0.32787395,-0.30529833,-0.24819458,-0.17693532,-0.21739429,0.024531364,-0.12996054,-0.39727724,-0.77246356,-0.944183,-1.0
